path,path_length,fidelity_rate,loss
"[(4, 3), (5, 3), (5, 4), (5, 5), (5, 6)]",5,5.859375,66.796875
"[(6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (3, 4), (3, 3), (3, 2), (3, 1)]",9,4.6875,85.9375
"[(2, 7), (3, 7), (3, 8), (4, 8), (4, 9), (5, 9)]",6,6.640625,75.0
"[(6, 5), (6, 6), (6, 7), (6, 8), (6, 9)]",5,6.25,66.796875
"[(6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (3, 5), (3, 6), (3, 7)]",8,3.125,83.59375
"[(9, 2), (9, 3), (9, 4), (9, 5)]",4,11.328125,50.0
"[(7, 2), (8, 2)]",2,48.43749999999999,0.0
"[(3, 9), (4, 9), (4, 8), (5, 8), (5, 7), (6, 7), (6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2)]",12,3.125,90.234375
"[(3, 5), (4, 5), (4, 4), (5, 4), (5, 3), (6, 3), (6, 2), (7, 2), (8, 2)]",9,1.953125,85.9375
"[(6, 4), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)]",7,6.25,80.078125
"[(8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7), (8, 8), (8, 9)]",10,3.125,87.5
"[(1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4)]",8,5.859375,83.59375
"[(0, 6), (1, 6), (1, 5)]",3,26.5625,0.0
"[(8, 7), (9, 7), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2), (9, 1), (9, 0)]",9,3.90625,85.9375
"[(2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)]",11,3.515625,89.0625
"[(1, 8), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)]",8,5.078125,83.59375
"[(7, 5), (6, 5), (6, 6)]",3,33.59375,0.0
"[(3, 9), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4)]",7,4.6875,80.078125
"[(7, 5), (6, 5), (6, 4), (5, 4), (5, 3), (4, 3), (3, 3)]",7,5.46875,80.078125
"[(1, 9), (2, 9), (2, 8), (3, 8), (3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (7, 4), (7, 3), (8, 3), (8, 2), (8, 1), (8, 0)]",17,0.78125,93.359375
"[(4, 4), (5, 4), (5, 5), (6, 5), (6, 6), (7, 6), (7, 7), (8, 7), (8, 8)]",9,3.125,85.9375
"[(1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7)]",10,4.296875,87.5
"[(2, 1), (3, 1), (3, 2), (4, 2), (4, 3), (4, 4)]",6,5.078125,75.0
"[(3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (7, 4), (7, 3), (8, 3), (8, 2), (8, 1)]",12,3.125,90.234375
"[(1, 9), (0, 9), (0, 8), (0, 7), (0, 6), (0, 5), (0, 4), (0, 3)]",8,4.296875,83.59375
"[(8, 4), (9, 4), (9, 5), (9, 6), (9, 7)]",5,12.5,66.796875
"[(6, 2), (7, 2), (7, 1), (8, 1), (8, 0)]",5,5.859375,66.796875
"[(7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1)]",6,5.078125,75.0
"[(5, 0), (5, 1), (5, 2), (5, 3)]",4,12.5,50.0
"[(3, 8), (4, 8), (4, 7), (5, 7), (5, 6)]",5,10.9375,66.796875
"[(6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (3, 5), (3, 6), (2, 6), (2, 7), (1, 7), (1, 8), (1, 9)]",12,3.90625,90.234375
"[(7, 9), (6, 9), (5, 9), (4, 9), (3, 9), (2, 9)]",6,7.03125,75.0
"[(8, 7), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6)]",7,3.515625,80.078125
"[(5, 5), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9)]",6,6.25,75.0
"[(0, 5), (1, 5), (2, 5)]",3,29.296875,0.0
"[(4, 5), (3, 5), (3, 4), (2, 4), (1, 4)]",5,10.546875,66.796875
"[(0, 9), (1, 9), (1, 8), (2, 8), (2, 7), (3, 7), (3, 6), (4, 6), (4, 5), (5, 5), (6, 5)]",11,3.125,89.0625
"[(8, 7), (7, 7), (7, 6), (6, 6), (6, 5), (5, 5), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5)]",11,3.90625,89.0625
"[(2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4)]",6,6.640625,75.0
"[(7, 1), (6, 1), (6, 2), (5, 2), (5, 3), (4, 3), (4, 4), (3, 4), (3, 5), (2, 5), (1, 5)]",11,1.953125,89.0625
"[(2, 7), (3, 7), (3, 6), (4, 6), (4, 5), (5, 5), (5, 4)]",7,4.6875,80.078125
"[(4, 1), (5, 1), (5, 2), (6, 2), (6, 3), (7, 3), (8, 3)]",7,3.90625,80.078125
"[(5, 6), (4, 6), (4, 7), (4, 8), (4, 9)]",5,7.421875,66.796875
"[(3, 8), (4, 8), (5, 8)]",3,30.078125,0.0
"[(8, 1), (7, 1), (7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",14,1.5625,91.796875
"[(7, 8), (6, 8), (6, 7), (5, 7), (5, 6), (4, 6), (4, 5), (3, 5), (3, 4), (2, 4), (2, 3), (1, 3), (0, 3)]",13,1.171875,91.015625
"[(3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",5,9.765625,66.796875
"[(3, 9), (4, 9), (4, 8), (5, 8), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2)]",10,4.296875,87.5
"[(1, 4), (2, 4), (2, 5), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]",11,3.515625,89.0625
"[(7, 7), (6, 7), (6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (3, 4), (3, 3), (2, 3), (1, 3)]",11,3.515625,89.0625
"[(7, 1), (6, 1), (5, 1), (4, 1), (3, 1), (2, 1), (1, 1), (0, 1)]",8,3.515625,83.59375
"[(6, 9), (5, 9), (5, 8), (4, 8), (4, 7), (3, 7), (3, 6), (2, 6), (1, 6), (0, 6)]",10,3.125,87.5
"[(8, 8), (7, 8), (7, 7), (6, 7), (6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (3, 4), (3, 3), (2, 3), (2, 2), (1, 2)]",14,3.125,91.796875
"[(4, 1), (5, 1), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2)]",7,4.296875,80.078125
"[(2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5), (6, 5), (6, 6), (7, 6)]",10,5.078125,87.5
"[(4, 0), (3, 0), (2, 0)]",3,34.375,0.0
"[(2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1), (2, 0)]",10,3.90625,87.5
"[(2, 6), (3, 6), (3, 7), (3, 8), (3, 9)]",5,7.8125,66.796875
"[(3, 4), (2, 4), (2, 5), (2, 6), (2, 7)]",5,7.421875,66.796875
"[(5, 8), (4, 8), (4, 7), (3, 7), (3, 6), (2, 6), (2, 5), (1, 5), (1, 4), (0, 4), (0, 3)]",11,1.953125,89.0625
"[(1, 6), (0, 6), (0, 5), (0, 4), (0, 3), (0, 2), (0, 1), (0, 0)]",8,4.296875,83.59375
"[(9, 5), (8, 5), (8, 6), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)]",11,1.5625,89.0625
"[(7, 1), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7)]",8,6.25,83.59375
"[(8, 9), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2)]",9,2.734375,85.9375
"[(2, 5), (2, 6)]",2,42.96874999999999,0.0
"[(5, 2), (4, 2), (4, 1)]",3,30.859375,0.0
"[(3, 1), (4, 1), (4, 2), (5, 2), (6, 2)]",5,8.203125,66.796875
"[(2, 9), (3, 9), (3, 8), (4, 8), (4, 7), (5, 7), (5, 6), (6, 6), (6, 5), (7, 5)]",10,1.5625,87.5
"[(4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (6, 3)]",6,3.90625,75.0
"[(1, 0), (2, 0), (2, 1), (3, 1), (4, 1)]",5,8.984375,66.796875
"[(9, 2), (8, 2), (8, 3), (7, 3), (7, 4), (6, 4), (6, 5), (5, 5), (5, 6), (4, 6)]",10,3.125,87.5
"[(8, 7), (7, 7), (7, 6), (6, 6), (6, 5), (5, 5), (5, 4), (4, 4), (4, 3), (4, 2)]",10,1.953125,87.5
"[(8, 9), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3)]",8,5.078125,83.59375
"[(2, 8), (3, 8), (3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (7, 4), (7, 3)]",11,2.734375,89.0625
"[(8, 2), (7, 2), (7, 3), (6, 3), (6, 4), (5, 4), (5, 5), (4, 5), (4, 6), (3, 6), (3, 7), (2, 7), (2, 8), (1, 8), (1, 9), (0, 9)]",16,1.953125,92.96875
"[(5, 6), (4, 6), (4, 5), (3, 5), (3, 4), (2, 4), (2, 3)]",7,6.25,80.078125
"[(5, 3), (5, 4), (5, 5), (5, 6)]",4,12.109375,50.0
"[(9, 3), (8, 3), (8, 2), (7, 2), (7, 1), (6, 1), (6, 0), (5, 0), (4, 0), (3, 0), (2, 0)]",11,1.5625,89.0625
"[(8, 3), (7, 3), (7, 2), (6, 2)]",4,14.453125,50.0
"[(8, 3), (7, 3), (7, 2), (7, 1)]",4,13.671875,50.0
"[(5, 1), (4, 1), (3, 1), (2, 1), (1, 1)]",5,8.984375,66.796875
"[(8, 6), (7, 6)]",2,49.60937499999999,0.0
"[(3, 1), (3, 0)]",2,48.04687499999999,0.0
"[(6, 3), (5, 3), (5, 2), (4, 2), (4, 1), (3, 1), (3, 0), (2, 0)]",8,3.515625,83.59375
"[(3, 0), (2, 0), (2, 1), (2, 2), (2, 3)]",5,8.203125,66.796875
"[(1, 3), (2, 3), (2, 4), (3, 4), (3, 5), (4, 5), (5, 5)]",7,4.296875,80.078125
"[(4, 5), (5, 5), (6, 5), (7, 5)]",4,10.15625,50.0
"[(4, 5), (5, 5), (5, 4), (5, 3)]",4,12.5,50.0
"[(7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (3, 5), (3, 6), (2, 6)]",10,2.34375,87.5
"[(2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5), (6, 5)]",8,3.90625,83.59375
"[(6, 1), (5, 1), (5, 2), (4, 2), (3, 2), (2, 2), (1, 2), (0, 2)]",8,3.515625,83.59375
"[(5, 9), (6, 9), (6, 8), (7, 8), (7, 7), (8, 7), (8, 6), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2)]",12,2.734375,90.234375
"[(9, 7), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2), (8, 1)]",8,3.515625,83.59375
"[(3, 6), (3, 5), (3, 4), (3, 3)]",4,12.890625,50.0
"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0)]",5,9.375,66.796875
"[(4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5)]",8,5.859375,83.59375
"[(0, 5), (1, 5), (1, 6), (2, 6)]",4,10.546875,50.0
"[(8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2), (8, 1)]",9,4.6875,85.9375
"[(5, 8), (4, 8), (3, 8), (2, 8)]",4,12.5,50.0
"[(3, 0), (4, 0), (4, 1), (5, 1), (5, 2), (6, 2), (6, 3), (7, 3), (7, 4), (8, 4), (8, 5), (8, 6), (8, 7), (8, 8), (8, 9)]",15,1.171875,92.578125
"[(5, 6), (4, 6), (4, 5), (3, 5), (3, 4), (2, 4), (2, 3), (1, 3), (1, 2), (1, 1), (1, 0)]",11,1.953125,89.0625
"[(6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (3, 4), (3, 3), (2, 3), (2, 2), (2, 1)]",10,4.6875,87.5
"[(6, 4), (5, 4), (5, 5), (4, 5), (4, 6), (3, 6), (3, 7), (2, 7), (2, 8), (1, 8), (1, 9)]",11,2.34375,89.0625
"[(1, 6), (2, 6), (2, 5), (3, 5), (3, 4), (4, 4)]",6,5.46875,75.0
"[(8, 7), (7, 7), (7, 6), (6, 6), (6, 5), (5, 5), (5, 4), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)]",12,3.125,90.234375
"[(2, 4), (2, 5)]",2,57.03124999999999,0.0
"[(3, 2), (3, 1)]",2,49.99999999999999,0.0
"[(9, 1), (8, 1), (8, 2), (7, 2), (7, 3), (6, 3), (6, 4), (5, 4), (5, 5), (4, 5), (4, 6), (3, 6), (3, 7), (2, 7), (2, 8)]",15,2.34375,92.578125
"[(2, 2), (3, 2), (3, 1), (4, 1)]",4,14.0625,50.0
"[(7, 1), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9)]",10,2.34375,87.5
"[(0, 4), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)]",6,7.03125,75.0
"[(4, 8), (5, 8), (5, 7), (6, 7), (6, 6), (7, 6), (8, 6)]",7,5.078125,80.078125
"[(8, 6), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2), (9, 1)]",7,5.078125,80.078125
"[(2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1), (2, 0)]",9,5.46875,85.9375
"[(6, 7), (5, 7), (5, 6), (4, 6), (4, 5), (3, 5), (3, 4), (3, 3), (3, 2)]",9,3.125,85.9375
"[(0, 9), (1, 9), (1, 8), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8)]",9,3.125,85.9375
"[(1, 6), (2, 6), (2, 7), (3, 7), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8)]",9,0.78125,85.9375
"[(7, 8), (6, 8), (6, 7), (5, 7), (5, 6), (4, 6), (4, 5), (4, 4), (4, 3)]",9,3.90625,85.9375
"[(9, 0), (8, 0), (8, 1), (7, 1), (7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (4, 6)]",12,1.953125,90.234375
"[(5, 1), (4, 1), (4, 2), (3, 2), (3, 3), (2, 3), (2, 4), (1, 4), (1, 5), (1, 6)]",10,4.296875,87.5
"[(9, 9), (8, 9), (8, 8), (7, 8), (6, 8), (5, 8)]",6,6.25,75.0
"[(2, 6), (3, 6), (3, 5), (4, 5), (4, 4), (5, 4), (5, 3), (6, 3), (6, 2), (7, 2), (8, 2)]",11,3.515625,89.0625
"[(0, 4), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (3, 7), (3, 8)]",8,3.515625,83.59375
"[(3, 9), (4, 9), (4, 8), (5, 8), (5, 7), (6, 7), (6, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1), (7, 0)]",14,1.953125,91.796875
"[(1, 8), (2, 8), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7)]",8,3.90625,83.59375
"[(2, 4), (3, 4), (3, 3), (3, 2), (3, 1)]",5,7.8125,66.796875
"[(8, 4), (7, 4), (7, 5), (6, 5), (6, 6), (5, 6)]",6,8.203125,75.0
"[(4, 2), (5, 2), (5, 3), (6, 3), (7, 3)]",5,7.8125,66.796875
"[(0, 1), (1, 1), (1, 2), (2, 2), (2, 3), (3, 3), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4)]",11,1.953125,89.0625
"[(5, 8), (4, 8), (4, 7), (3, 7), (3, 6), (2, 6)]",6,6.25,75.0
"[(0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7)]",8,2.734375,83.59375
"[(6, 6), (5, 6), (4, 6), (3, 6), (2, 6)]",5,7.8125,66.796875
"[(7, 1), (6, 1), (5, 1), (4, 1), (3, 1), (2, 1), (1, 1)]",7,2.734375,80.078125
"[(3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (6, 4), (6, 5), (7, 5), (8, 5)]",9,3.90625,85.9375
"[(4, 5), (5, 5), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4)]",7,3.90625,80.078125
"[(7, 7), (8, 7), (8, 6), (8, 5)]",4,16.796875,50.0
"[(0, 7), (1, 7), (1, 6), (2, 6), (2, 5), (3, 5), (3, 4), (4, 4), (4, 3), (5, 3), (5, 2)]",11,2.34375,89.0625
"[(0, 7), (1, 7), (1, 6), (2, 6), (2, 5), (3, 5), (3, 4), (4, 4), (4, 3), (5, 3), (5, 2), (6, 2), (6, 1), (7, 1), (7, 0), (8, 0)]",16,2.34375,92.96875
"[(5, 3), (6, 3), (6, 4), (7, 4), (7, 5), (8, 5), (9, 5)]",7,4.296875,80.078125
"[(3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (7, 4), (7, 3)]",9,2.734375,85.9375
"[(7, 4), (6, 4), (6, 3), (5, 3), (5, 2), (4, 2), (3, 2)]",7,5.078125,80.078125
"[(7, 1), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8)]",9,1.953125,85.9375
"[(1, 0), (2, 0), (2, 1), (3, 1), (3, 2), (4, 2), (5, 2)]",7,7.421875,80.078125
"[(9, 4), (8, 4), (8, 3), (7, 3), (6, 3), (5, 3), (4, 3), (3, 3), (2, 3)]",9,5.078125,85.9375
"[(7, 6), (6, 6), (6, 5), (6, 4), (6, 3), (6, 2)]",6,7.421875,75.0
"[(1, 9), (2, 9), (2, 8), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2), (3, 1), (3, 0)]",12,2.734375,90.234375
"[(1, 0), (2, 0), (2, 1), (3, 1), (3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8)]",14,2.34375,91.796875
"[(5, 3), (4, 3), (3, 3)]",3,21.09375,0.0
"[(8, 0), (7, 0), (7, 1), (6, 1), (6, 2), (5, 2), (5, 3), (4, 3), (4, 4), (3, 4), (3, 5), (2, 5), (2, 6), (1, 6), (0, 6)]",15,3.125,92.578125
"[(4, 5), (4, 6)]",2,45.31249999999999,0.0
"[(4, 6), (5, 6), (5, 5), (6, 5), (7, 5)]",5,8.984375,66.796875
"[(6, 4), (7, 4), (7, 3), (8, 3), (8, 2), (9, 2)]",6,6.640625,75.0
"[(2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)]",9,3.90625,85.9375
"[(9, 1), (8, 1), (8, 2), (7, 2), (7, 3), (6, 3), (5, 3), (4, 3), (3, 3), (2, 3), (1, 3), (0, 3)]",12,3.125,90.234375
"[(4, 3), (5, 3), (5, 2), (6, 2), (6, 1), (6, 0)]",6,5.859375,75.0
"[(5, 4), (5, 3)]",2,50.39062499999999,0.0
"[(6, 0), (5, 0), (5, 1), (4, 1), (4, 2), (3, 2), (3, 3), (2, 3), (2, 4), (1, 4), (1, 5), (0, 5), (0, 6), (0, 7)]",14,2.734375,91.796875
"[(1, 6), (2, 6), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5)]",7,5.46875,80.078125
"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]",6,5.859375,75.0
"[(3, 0), (3, 1)]",2,51.17187499999999,0.0
"[(7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4)]",6,5.859375,75.0
"[(5, 1), (4, 1), (4, 2), (3, 2), (3, 3), (2, 3), (2, 4), (1, 4), (1, 5), (0, 5), (0, 6), (0, 7)]",12,1.953125,90.234375
"[(4, 5), (5, 5), (5, 4), (6, 4), (7, 4)]",5,8.59375,66.796875
"[(3, 6), (2, 6), (2, 5), (1, 5)]",4,12.5,50.0
"[(9, 7), (8, 7), (8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (5, 4), (5, 3), (4, 3), (4, 2), (3, 2), (2, 2), (1, 2), (0, 2)]",15,0.78125,92.578125
"[(5, 2), (4, 2), (4, 1), (3, 1), (2, 1)]",5,8.59375,66.796875
"[(0, 2), (1, 2), (1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3)]",11,1.953125,89.0625
"[(4, 0), (4, 1), (4, 2), (4, 3), (4, 4)]",5,8.984375,66.796875
"[(2, 9), (3, 9), (3, 8), (4, 8), (4, 7), (4, 6), (4, 5)]",7,5.859375,80.078125
"[(0, 7), (1, 7), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]",7,3.90625,80.078125
"[(5, 1), (5, 2)]",2,46.87499999999999,0.0
"[(6, 8), (7, 8), (7, 7), (8, 7)]",4,13.28125,50.0
"[(8, 2), (7, 2), (7, 3), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7)]",8,2.34375,83.59375
"[(1, 9), (2, 9), (2, 8), (3, 8), (3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (6, 3), (6, 2), (6, 1)]",14,2.34375,91.796875
"[(8, 8), (7, 8), (7, 7), (6, 7), (6, 6), (5, 6), (5, 5), (4, 5), (3, 5)]",9,3.125,85.9375
"[(6, 1), (5, 1), (5, 2), (4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (2, 5), (1, 5), (1, 6), (0, 6), (0, 7), (0, 8), (0, 9)]",15,1.5625,92.578125
"[(6, 3), (5, 3), (4, 3), (3, 3)]",4,13.28125,50.0
"[(0, 4), (1, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5)]",8,3.125,83.59375
"[(6, 3), (5, 3), (5, 2), (4, 2), (4, 1), (3, 1), (2, 1)]",7,4.296875,80.078125
"[(9, 0), (8, 0), (7, 0), (6, 0)]",4,10.9375,50.0
"[(4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (7, 3), (8, 3), (8, 4), (9, 4), (9, 5), (9, 6), (9, 7), (9, 8), (9, 9)]",15,1.5625,92.578125
"[(8, 4), (8, 5), (8, 6), (8, 7), (8, 8), (8, 9)]",6,7.421875,75.0
"[(6, 2), (5, 2), (5, 3), (4, 3), (4, 4), (3, 4), (3, 5), (2, 5), (1, 5)]",9,3.125,85.9375
"[(6, 2), (5, 2), (5, 3), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7)]",8,4.296875,83.59375
"[(5, 8), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2), (5, 1)]",8,4.6875,83.59375
"[(2, 9), (1, 9), (1, 8), (1, 7), (1, 6), (1, 5), (1, 4)]",7,5.859375,80.078125
"[(2, 9), (1, 9), (1, 8), (1, 7), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]",9,3.90625,85.9375
"[(0, 7), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7)]",8,3.515625,83.59375
"[(0, 1), (1, 1), (1, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3)]",8,3.515625,83.59375
"[(9, 0), (8, 0), (8, 1), (7, 1), (7, 2), (6, 2), (6, 3), (6, 4)]",8,2.734375,83.59375
"[(9, 5), (8, 5), (8, 4), (7, 4), (7, 3), (6, 3), (6, 2), (5, 2), (5, 1), (5, 0)]",10,3.515625,87.5
"[(0, 4), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (4, 8), (5, 8), (6, 8)]",11,2.34375,89.0625
"[(3, 2), (4, 2), (4, 1), (5, 1), (5, 0), (6, 0)]",6,5.859375,75.0
"[(3, 8), (4, 8), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]",7,5.859375,80.078125
"[(0, 6), (1, 6), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7)]",8,5.46875,83.59375
"[(5, 0), (6, 0), (6, 1), (7, 1), (7, 2), (8, 2), (8, 3), (9, 3), (9, 4)]",9,4.296875,85.9375
"[(1, 3), (1, 4)]",2,49.99999999999999,0.0
"[(3, 4), (4, 4), (4, 3), (5, 3), (5, 2), (5, 1), (5, 0)]",7,4.296875,80.078125
"[(2, 1), (3, 1), (3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (6, 4), (6, 5), (7, 5), (7, 6), (8, 6), (8, 7), (9, 7), (9, 8)]",15,0.0,92.578125
"[(4, 6), (5, 6), (5, 5), (6, 5)]",4,12.109375,50.0
"[(9, 1), (8, 1), (8, 2), (7, 2), (6, 2)]",5,7.8125,66.796875
"[(4, 5), (3, 5), (3, 6), (2, 6), (2, 7), (1, 7), (1, 8), (0, 8), (0, 9)]",9,3.515625,85.9375
"[(5, 8), (4, 8), (3, 8), (2, 8), (1, 8)]",5,9.375,66.796875
"[(8, 6), (7, 6), (7, 5), (7, 4)]",4,14.84375,50.0
"[(2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5)]",7,3.90625,80.078125
"[(9, 0), (8, 0), (8, 1), (7, 1), (6, 1), (5, 1), (4, 1), (3, 1)]",8,3.90625,83.59375
"[(3, 7), (2, 7), (2, 8), (2, 9)]",4,15.625,50.0
"[(5, 1), (4, 1), (4, 0)]",3,23.4375,0.0
"[(3, 7), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8)]",7,5.078125,80.078125
"[(6, 1), (5, 1), (5, 2), (4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (2, 5), (1, 5), (1, 6), (0, 6)]",12,2.34375,90.234375
"[(0, 4), (1, 4), (1, 5), (2, 5), (3, 5), (4, 5)]",6,4.296875,75.0
"[(8, 9), (7, 9), (7, 8), (6, 8), (6, 7), (5, 7), (5, 6), (4, 6), (4, 5), (3, 5), (3, 4), (2, 4), (2, 3)]",13,3.515625,91.015625
"[(0, 7), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7)]",7,4.296875,80.078125
"[(0, 7), (1, 7), (1, 8), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9)]",8,4.6875,83.59375
"[(4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8)]",12,1.953125,90.234375
"[(5, 4), (6, 4), (6, 3), (7, 3), (7, 2)]",5,8.984375,66.796875
"[(5, 5), (4, 5), (4, 6), (3, 6), (3, 7), (2, 7), (1, 7), (0, 7)]",8,6.25,83.59375
"[(6, 7), (5, 7), (5, 8), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)]",9,4.296875,85.9375
"[(4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (7, 4), (8, 4)]",7,4.6875,80.078125
"[(3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (3, 3)]",6,5.078125,75.0
"[(4, 5), (5, 5), (5, 6), (5, 7), (5, 8)]",5,7.421875,66.796875
"[(3, 4), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9)]",7,4.6875,80.078125
"[(1, 9), (2, 9), (2, 8), (3, 8), (3, 7), (4, 7), (4, 6), (5, 6), (5, 5)]",9,2.734375,85.9375
"[(5, 1), (6, 1), (6, 2), (7, 2), (7, 3), (8, 3), (8, 4), (9, 4), (9, 5), (9, 6), (9, 7), (9, 8), (9, 9)]",13,2.734375,91.015625
