path,path_length,fidelity_rate,loss
"[(8, 5), (7, 5), (7, 6), (6, 6), (6, 7), (5, 7), (5, 8), (4, 8), (3, 8), (2, 8), (1, 8)]",11,2.34375,89.0625
"[(1, 7), (2, 7), (2, 6), (3, 6), (3, 5), (4, 5), (4, 4), (5, 4), (5, 3), (6, 3), (6, 2), (7, 2), (7, 1)]",13,1.953125,91.015625
"[(9, 8), (8, 8), (8, 9)]",3,27.734375,0.0
"[(0, 3), (1, 3)]",2,49.60937499999999,0.0
"[(7, 1), (8, 1), (8, 2), (9, 2), (9, 3), (9, 4), (9, 5), (9, 6), (9, 7), (9, 8)]",10,1.5625,87.5
"[(9, 3), (8, 3), (8, 2), (7, 2), (7, 1), (6, 1), (6, 0), (5, 0), (4, 0), (3, 0)]",10,3.515625,87.5
"[(7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (5, 5)]",6,8.203125,75.0
"[(1, 0), (2, 0), (2, 1), (3, 1), (3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7)]",12,1.953125,90.234375
"[(4, 8), (4, 9)]",2,48.43749999999999,0.0
"[(6, 5), (5, 5), (5, 4), (4, 4), (4, 3), (3, 3), (3, 2)]",7,3.515625,80.078125
"[(0, 7), (1, 7), (1, 6), (2, 6), (2, 5), (3, 5), (3, 4), (4, 4), (4, 3), (4, 2), (4, 1), (4, 0)]",12,1.5625,90.234375
"[(9, 3), (8, 3), (8, 4), (7, 4), (7, 5), (6, 5), (6, 6), (6, 7)]",8,1.953125,83.59375
"[(5, 3), (4, 3), (4, 4), (4, 5)]",4,10.546875,50.0
"[(4, 2), (3, 2), (2, 2), (1, 2), (0, 2)]",5,7.8125,66.796875
"[(4, 8), (3, 8), (3, 9), (2, 9)]",4,10.9375,50.0
"[(5, 8), (6, 8), (6, 7), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1), (7, 0)]",11,2.34375,89.0625
"[(9, 8), (8, 8), (8, 7), (7, 7), (7, 6), (6, 6), (6, 5), (5, 5), (4, 5), (3, 5), (2, 5), (1, 5)]",12,3.125,90.234375
"[(3, 9), (2, 9), (2, 8), (1, 8), (1, 7), (0, 7), (0, 6), (0, 5), (0, 4), (0, 3), (0, 2), (0, 1)]",12,2.734375,90.234375
"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8)]",8,4.296875,83.59375
"[(6, 1), (5, 1), (5, 2), (4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)]",12,2.34375,90.234375
"[(9, 2), (8, 2), (8, 3), (7, 3), (7, 4), (6, 4), (6, 5), (5, 5), (5, 6), (4, 6), (4, 7), (3, 7), (3, 8)]",13,2.34375,91.015625
"[(8, 3), (8, 2)]",2,45.31249999999999,0.0
"[(8, 7), (9, 7), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2), (9, 1)]",8,5.46875,83.59375
"[(9, 6), (8, 6), (8, 7), (7, 7), (7, 8)]",5,7.03125,66.796875
"[(3, 8), (4, 8), (4, 7), (5, 7), (5, 6), (6, 6), (6, 5), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1), (7, 0)]",13,2.734375,91.015625
"[(4, 2), (5, 2), (5, 1), (6, 1)]",4,11.328125,50.0
"[(1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",11,3.125,89.0625
"[(8, 9), (7, 9), (7, 8), (6, 8), (6, 7), (5, 7), (5, 6), (4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1)]",13,3.90625,91.015625
"[(8, 0), (7, 0), (7, 1), (6, 1), (6, 2)]",5,7.421875,66.796875
"[(8, 1), (7, 1), (7, 2), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8)]",10,3.515625,87.5
"[(8, 0), (7, 0), (7, 1), (6, 1), (6, 2), (5, 2), (5, 3), (4, 3), (4, 4), (3, 4)]",10,3.125,87.5
"[(8, 8), (7, 8), (7, 7), (6, 7), (5, 7), (4, 7), (3, 7)]",7,5.859375,80.078125
"[(2, 3), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7)]",6,6.25,75.0
"[(7, 8), (8, 8), (8, 7), (8, 6), (8, 5)]",5,6.640625,66.796875
"[(0, 4), (0, 3), (0, 2)]",3,23.046875,0.0
"[(2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5), (6, 5), (6, 6), (7, 6), (7, 7)]",11,3.515625,89.0625
"[(6, 3), (5, 3), (5, 2), (4, 2), (4, 1), (3, 1), (3, 0)]",7,3.125,80.078125
"[(4, 8), (3, 8), (2, 8), (1, 8)]",4,11.328125,50.0
"[(1, 3), (2, 3), (2, 4), (3, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5)]",9,3.515625,85.9375
"[(8, 0), (7, 0), (7, 1), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]",9,4.296875,85.9375
"[(3, 5), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7), (6, 8), (6, 9)]",8,3.515625,83.59375
"[(8, 7), (7, 7), (7, 6), (6, 6), (6, 5), (5, 5), (5, 4), (4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 1), (1, 1)]",14,2.34375,91.796875
"[(7, 3), (6, 3), (6, 4), (5, 4), (5, 5), (4, 5), (4, 6), (3, 6)]",8,5.859375,83.59375
"[(5, 2), (6, 2), (6, 1), (7, 1), (7, 0), (8, 0), (9, 0)]",7,6.640625,80.078125
"[(5, 4), (4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 1), (2, 0)]",8,3.90625,83.59375
"[(8, 5), (7, 5), (6, 5), (5, 5)]",4,8.203125,50.0
"[(8, 9), (9, 9), (9, 8), (9, 7), (9, 6), (9, 5), (9, 4)]",7,6.25,80.078125
"[(4, 7), (5, 7), (5, 6), (6, 6), (6, 5), (6, 4), (6, 3), (6, 2), (6, 1), (6, 0)]",10,3.90625,87.5
"[(4, 1), (5, 1), (5, 2), (6, 2), (6, 3), (7, 3), (8, 3)]",7,4.296875,80.078125
"[(5, 9), (4, 9), (4, 8), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4)]",8,2.734375,83.59375
"[(4, 9), (4, 8), (4, 7), (4, 6)]",4,12.5,50.0
"[(6, 5), (5, 5), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5)]",7,9.375,80.078125
"[(5, 9), (4, 9), (4, 8), (3, 8), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3)]",10,5.078125,87.5
"[(6, 6), (5, 6), (5, 7), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8)]",8,4.6875,83.59375
"[(4, 4), (3, 4), (2, 4), (1, 4)]",4,12.5,50.0
"[(9, 2), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6)]",6,5.46875,75.0
"[(9, 2), (8, 2), (8, 3), (7, 3), (7, 4), (7, 5)]",6,7.421875,75.0
"[(5, 9), (6, 9), (6, 8), (7, 8)]",4,14.84375,50.0
"[(5, 3), (6, 3), (7, 3)]",3,26.953125,0.0
"[(2, 2), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8)]",8,2.734375,83.59375
"[(2, 4), (3, 4), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3)]",7,6.25,80.078125
"[(9, 8), (8, 8), (8, 7), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1)]",10,2.34375,87.5
"[(1, 3), (2, 3), (2, 4), (3, 4), (3, 5), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7), (6, 8)]",11,2.34375,89.0625
"[(7, 4), (6, 4), (6, 5), (5, 5), (5, 6), (4, 6), (4, 7), (3, 7), (2, 7), (1, 7)]",10,2.734375,87.5
"[(0, 3), (1, 3), (1, 4), (2, 4), (2, 5), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7), (5, 8), (6, 8), (7, 8), (8, 8)]",14,2.734375,91.796875
"[(7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4)]",6,4.296875,75.0
"[(3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (6, 4), (6, 5), (7, 5)]",8,3.90625,83.59375
"[(8, 8), (7, 8)]",2,48.04687499999999,0.0
"[(8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2)]",6,6.640625,75.0
"[(1, 3), (0, 3), (0, 4), (0, 5)]",4,14.0625,50.0
"[(0, 6), (0, 7)]",2,44.92187499999999,0.0
"[(7, 4), (8, 4), (8, 3), (8, 2), (8, 1), (8, 0)]",6,4.6875,75.0
"[(2, 6), (3, 6), (3, 5), (4, 5), (4, 4), (5, 4), (5, 3), (6, 3), (6, 2), (7, 2), (7, 1), (8, 1)]",12,2.34375,90.234375
"[(6, 4), (7, 4), (7, 5), (8, 5)]",4,14.453125,50.0
"[(9, 0), (8, 0), (7, 0), (6, 0), (5, 0), (4, 0), (3, 0), (2, 0)]",8,3.515625,83.59375
"[(0, 9), (1, 9), (1, 8), (2, 8), (2, 7), (3, 7), (3, 6), (4, 6), (4, 5), (5, 5), (5, 4), (6, 4), (6, 3), (7, 3), (8, 3), (9, 3)]",16,2.734375,92.96875
"[(4, 1), (5, 1), (5, 2), (6, 2), (6, 3), (7, 3), (7, 4), (8, 4), (8, 5)]",9,4.296875,85.9375
"[(9, 9), (9, 8), (9, 7), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2), (9, 1), (9, 0)]",10,3.515625,87.5
"[(3, 9), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1)]",10,3.125,87.5
"[(3, 8), (4, 8), (4, 7), (5, 7), (5, 6), (6, 6), (6, 5), (7, 5), (8, 5)]",9,4.296875,85.9375
"[(2, 8), (1, 8), (1, 7), (0, 7), (0, 6), (0, 5), (0, 4), (0, 3), (0, 2)]",9,1.5625,85.9375
"[(8, 1), (7, 1), (7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (3, 5), (3, 6), (2, 6), (2, 7), (1, 7), (1, 8), (0, 8), (0, 9)]",17,2.34375,93.359375
"[(2, 6), (1, 6), (1, 5)]",3,27.34375,0.0
"[(6, 8), (7, 8), (7, 7), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2)]",9,3.125,85.9375
"[(3, 4), (2, 4), (1, 4), (0, 4)]",4,11.328125,50.0
"[(8, 8), (7, 8), (7, 7), (6, 7), (5, 7), (4, 7)]",6,7.421875,75.0
"[(1, 4), (2, 4), (2, 3), (3, 3), (3, 2), (4, 2), (4, 1)]",7,5.078125,80.078125
"[(0, 7), (1, 7), (1, 6), (2, 6), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5)]",9,3.90625,85.9375
"[(5, 1), (4, 1), (4, 2), (3, 2), (2, 2)]",5,10.546875,66.796875
"[(1, 4), (2, 4), (2, 5), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7), (5, 8), (6, 8), (6, 9)]",11,1.953125,89.0625
"[(8, 1), (7, 1), (7, 0), (6, 0), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0)]",9,3.515625,85.9375
"[(0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2), (3, 1)]",11,3.515625,89.0625
"[(4, 0), (3, 0), (3, 1), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7)]",10,3.125,87.5
"[(1, 5), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6)]",8,3.515625,83.59375
"[(2, 5), (2, 6)]",2,48.82812499999999,0.0
"[(3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (7, 4), (7, 3), (8, 3), (8, 2), (9, 2), (9, 1)]",13,1.953125,91.015625
"[(6, 9), (5, 9), (5, 8), (4, 8), (4, 7), (3, 7), (3, 6), (2, 6), (2, 5)]",9,4.296875,85.9375
"[(2, 9), (1, 9), (1, 8), (1, 7), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]",9,4.296875,85.9375
"[(1, 9), (2, 9), (2, 8), (3, 8), (3, 7), (4, 7), (4, 6), (5, 6), (5, 5)]",9,3.90625,85.9375
"[(4, 5), (3, 5), (3, 4), (2, 4), (2, 3), (2, 2)]",6,5.859375,75.0
"[(8, 0), (7, 0), (7, 1), (6, 1)]",4,14.0625,50.0
"[(4, 2), (5, 2), (5, 1), (6, 1), (6, 0), (7, 0), (8, 0), (9, 0)]",8,5.078125,83.59375
"[(3, 0), (4, 0), (4, 1), (5, 1), (5, 2), (6, 2), (6, 3), (7, 3), (7, 4), (8, 4), (8, 5)]",11,3.125,89.0625
"[(3, 6), (2, 6), (2, 5), (1, 5), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1), (0, 0)]",10,5.46875,87.5
"[(1, 4), (2, 4), (2, 3)]",3,26.5625,0.0
"[(1, 7), (2, 7), (2, 8)]",3,31.25,0.0
"[(1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5), (6, 5), (6, 6), (6, 7)]",12,2.34375,90.234375
"[(9, 4), (8, 4), (8, 5), (7, 5), (7, 6), (6, 6), (6, 7), (5, 7), (4, 7), (3, 7), (2, 7)]",11,3.515625,89.0625
"[(9, 4), (8, 4), (8, 3), (7, 3), (6, 3), (5, 3), (4, 3), (3, 3), (2, 3), (1, 3), (0, 3)]",11,1.953125,89.0625
"[(1, 0), (2, 0), (2, 1), (3, 1), (3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (6, 4), (6, 5), (7, 5), (7, 6)]",13,3.90625,91.015625
"[(2, 0), (3, 0), (3, 1), (3, 2)]",4,12.5,50.0
"[(6, 5), (5, 5), (5, 4), (5, 3), (5, 2)]",5,10.9375,66.796875
"[(1, 5), (2, 5), (2, 6), (2, 7), (2, 8)]",5,8.59375,66.796875
"[(7, 0), (6, 0), (6, 1), (5, 1), (5, 2), (4, 2)]",6,7.421875,75.0
"[(8, 6), (7, 6), (7, 5), (6, 5), (5, 5), (4, 5), (3, 5), (2, 5), (1, 5)]",9,3.515625,85.9375
"[(3, 2), (4, 2), (5, 2), (6, 2)]",4,10.546875,50.0
"[(0, 5), (1, 5), (1, 4), (2, 4), (2, 3), (3, 3), (3, 2), (4, 2), (4, 1), (5, 1), (6, 1)]",11,4.6875,89.0625
"[(3, 5), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (4, 0)]",7,4.6875,80.078125
"[(2, 6), (3, 6), (3, 7), (4, 7)]",4,12.890625,50.0
"[(5, 7), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2), (5, 1)]",7,6.640625,80.078125
"[(6, 6), (7, 6), (7, 5), (8, 5), (8, 4), (8, 3), (8, 2), (8, 1)]",8,3.90625,83.59375
"[(8, 3), (7, 3), (7, 2), (7, 1), (7, 0)]",5,9.765625,66.796875
"[(0, 7), (1, 7), (1, 6), (2, 6), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5)]",10,2.34375,87.5
"[(4, 8), (5, 8), (5, 7), (6, 7)]",4,12.890625,50.0
"[(6, 0), (7, 0), (7, 1), (8, 1), (8, 2), (9, 2), (9, 3), (9, 4), (9, 5), (9, 6), (9, 7), (9, 8)]",12,0.78125,90.234375
"[(0, 1), (1, 1), (1, 2), (2, 2), (2, 3), (3, 3), (3, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9)]",13,3.125,91.015625
"[(6, 4), (7, 4), (7, 5)]",3,31.640625,0.0
"[(8, 9), (7, 9), (7, 8), (6, 8), (6, 7), (5, 7)]",6,4.296875,75.0
"[(9, 4), (8, 4), (8, 5), (7, 5), (6, 5), (5, 5)]",6,6.640625,75.0
"[(9, 8), (8, 8), (8, 7), (7, 7), (7, 6), (6, 6), (6, 5), (5, 5), (5, 4), (5, 3), (5, 2), (5, 1), (5, 0)]",13,3.125,91.015625
"[(0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0)]",7,3.90625,80.078125
"[(4, 3), (4, 4), (4, 5), (4, 6), (4, 7)]",5,6.25,66.796875
"[(0, 3), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6)]",6,5.859375,75.0
"[(8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (5, 4), (5, 3), (4, 3), (3, 3), (2, 3), (1, 3)]",11,2.734375,89.0625
"[(7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)]",10,2.34375,87.5
"[(0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0)]",7,3.515625,80.078125
"[(5, 1), (4, 1), (4, 2), (3, 2), (2, 2)]",5,7.03125,66.796875
"[(1, 3), (2, 3), (2, 4), (3, 4), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5)]",9,3.90625,85.9375
"[(3, 8), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9), (9, 9)]",8,5.859375,83.59375
"[(3, 2), (3, 3), (3, 4), (3, 5)]",4,11.71875,50.0
"[(9, 1), (8, 1), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6)]",8,6.640625,83.59375
"[(0, 5), (1, 5), (1, 6), (2, 6), (2, 7), (3, 7), (3, 8), (4, 8), (4, 9)]",9,4.6875,85.9375
"[(1, 5), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4)]",10,2.734375,87.5
"[(5, 6), (6, 6), (6, 7)]",3,29.6875,0.0
"[(3, 5), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4)]",7,6.640625,80.078125
"[(4, 9), (3, 9), (3, 8)]",3,23.828125,0.0
"[(6, 9), (5, 9), (5, 8), (4, 8), (4, 7), (3, 7), (3, 6), (2, 6), (2, 5), (1, 5), (1, 4), (0, 4), (0, 3), (0, 2)]",14,2.734375,91.796875
"[(9, 2), (8, 2), (8, 3), (7, 3), (7, 4), (6, 4), (6, 5), (5, 5), (5, 6), (4, 6), (4, 7), (4, 8), (4, 9)]",13,1.171875,91.015625
"[(2, 6), (1, 6), (1, 5)]",3,26.5625,0.0
"[(7, 0), (6, 0), (6, 1), (5, 1), (4, 1), (3, 1), (2, 1), (1, 1), (0, 1)]",9,3.90625,85.9375
"[(5, 2), (6, 2), (6, 3), (7, 3), (7, 4), (8, 4), (8, 5), (9, 5), (9, 6), (9, 7), (9, 8), (9, 9)]",12,3.125,90.234375
"[(2, 3), (3, 3), (3, 2), (4, 2), (4, 1), (5, 1), (5, 0)]",7,4.6875,80.078125
"[(7, 8), (6, 8), (6, 9)]",3,34.375,0.0
"[(3, 3), (4, 3), (4, 2), (5, 2), (5, 1), (6, 1), (6, 0)]",7,6.25,80.078125
"[(4, 7), (3, 7), (3, 8), (2, 8), (2, 9)]",5,8.203125,66.796875
"[(7, 5), (6, 5), (6, 6), (5, 6), (5, 7), (4, 7), (4, 8), (3, 8), (3, 9), (2, 9), (1, 9)]",11,2.734375,89.0625
"[(6, 4), (6, 5), (6, 6), (6, 7), (6, 8)]",5,8.984375,66.796875
"[(4, 2), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",9,2.734375,85.9375
"[(8, 3), (7, 3), (7, 4), (6, 4), (6, 5), (5, 5), (5, 6), (4, 6), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)]",13,3.515625,91.015625
"[(0, 6), (1, 6), (1, 5), (2, 5), (2, 4), (3, 4), (3, 3), (4, 3), (5, 3)]",9,4.6875,85.9375
"[(2, 6), (1, 6), (1, 7), (0, 7)]",4,12.890625,50.0
"[(1, 8), (1, 7), (1, 6)]",3,24.21875,0.0
"[(4, 2), (5, 2), (5, 1), (6, 1), (6, 0), (7, 0), (8, 0)]",7,3.125,80.078125
"[(3, 4), (2, 4)]",2,46.09374999999999,0.0
"[(7, 8), (6, 8), (6, 7)]",3,26.953125,0.0
"[(0, 3), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9)]",9,3.515625,85.9375
"[(6, 8), (6, 7), (6, 6), (6, 5)]",4,13.671875,50.0
"[(5, 4), (6, 4), (6, 5), (7, 5), (7, 6), (8, 6), (8, 7), (9, 7), (9, 8), (9, 9)]",10,4.6875,87.5
"[(6, 2), (5, 2), (4, 2), (3, 2), (2, 2), (1, 2)]",6,6.640625,75.0
"[(8, 0), (7, 0), (7, 1), (6, 1), (6, 2), (5, 2), (5, 3), (4, 3), (4, 4), (3, 4), (3, 5), (2, 5), (1, 5)]",13,2.34375,91.015625
"[(9, 9), (8, 9), (8, 8), (7, 8), (7, 7), (6, 7), (6, 6), (6, 5), (6, 4), (6, 3), (6, 2)]",11,3.515625,89.0625
"[(1, 5), (2, 5), (2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)]",11,0.390625,89.0625
"[(2, 6), (3, 6), (3, 5), (4, 5), (4, 4), (5, 4), (5, 3), (5, 2)]",8,2.734375,83.59375
"[(0, 3), (1, 3), (1, 4), (2, 4), (2, 5), (3, 5), (3, 6), (4, 6), (4, 7)]",9,2.34375,85.9375
"[(6, 8), (5, 8), (5, 7), (4, 7)]",4,12.5,50.0
"[(0, 9), (1, 9), (1, 8), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)]",10,3.125,87.5
"[(0, 7), (1, 7), (1, 6), (2, 6), (2, 5), (3, 5), (3, 4), (4, 4), (4, 3), (5, 3), (6, 3)]",11,2.34375,89.0625
"[(4, 2), (3, 2), (3, 3), (2, 3), (2, 4), (1, 4), (1, 5), (0, 5)]",8,2.734375,83.59375
"[(9, 9), (8, 9), (8, 8), (7, 8), (7, 7), (6, 7), (6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (3, 4), (2, 4)]",13,1.953125,91.015625
"[(1, 2), (2, 2), (2, 3), (3, 3), (3, 4), (4, 4), (4, 5), (5, 5), (5, 6), (6, 6), (6, 7), (7, 7), (7, 8), (8, 8), (8, 9), (9, 9)]",16,1.5625,92.96875
"[(9, 8), (8, 8), (8, 7), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1), (7, 0)]",11,2.734375,89.0625
"[(3, 5), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7), (7, 7), (8, 7)]",8,2.734375,83.59375
"[(7, 6), (6, 6), (6, 7), (5, 7), (5, 8), (4, 8), (3, 8), (2, 8), (1, 8)]",9,2.734375,85.9375
"[(7, 5), (6, 5), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (1, 6)]",8,5.078125,83.59375
"[(4, 8), (5, 8), (5, 7), (6, 7), (6, 6), (7, 6), (8, 6)]",7,3.515625,80.078125
"[(1, 6), (2, 6), (2, 5), (3, 5), (3, 4), (4, 4), (4, 3), (5, 3), (5, 2), (6, 2), (6, 1), (7, 1), (8, 1)]",13,1.953125,91.015625
"[(4, 3), (3, 3), (3, 4), (2, 4), (2, 5), (1, 5)]",6,7.03125,75.0
"[(6, 7), (5, 7), (4, 7), (3, 7), (2, 7), (1, 7)]",6,4.6875,75.0
"[(9, 7), (8, 7), (8, 6), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (1, 6)]",10,3.125,87.5
"[(9, 5), (8, 5), (8, 6), (7, 6), (6, 6)]",5,6.640625,66.796875
"[(9, 1), (9, 2)]",2,45.31249999999999,0.0
"[(3, 8), (2, 8), (2, 9)]",3,32.03125,0.0
"[(6, 4), (6, 5), (6, 6)]",3,33.984375,0.0
"[(6, 1), (5, 1), (5, 2), (4, 2), (4, 3), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8)]",11,1.953125,89.0625
"[(0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (3, 6), (3, 5), (4, 5), (4, 4), (5, 4), (5, 3), (6, 3), (7, 3), (8, 3)]",14,1.953125,91.796875
"[(2, 5), (3, 5)]",2,46.87499999999999,0.0
"[(7, 4), (6, 4), (6, 3), (5, 3), (4, 3), (3, 3), (2, 3), (1, 3)]",8,4.6875,83.59375
"[(4, 1), (3, 1), (3, 2), (2, 2), (2, 3), (1, 3), (1, 4)]",7,4.6875,80.078125
"[(1, 8), (0, 8), (0, 7), (0, 6), (0, 5), (0, 4)]",6,4.6875,75.0
"[(6, 1), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7)]",8,5.859375,83.59375
"[(1, 5), (1, 6), (1, 7), (1, 8)]",4,11.71875,50.0
"[(2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6)]",8,2.734375,83.59375
"[(6, 9), (5, 9), (5, 8), (4, 8), (4, 7), (3, 7), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1)]",13,3.90625,91.015625
"[(3, 5), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (8, 8)]",9,2.734375,85.9375
"[(9, 9), (8, 9), (8, 8), (8, 7), (8, 6)]",5,7.421875,66.796875
"[(0, 4), (1, 4), (1, 3), (2, 3), (2, 2), (2, 1), (2, 0)]",7,4.6875,80.078125
"[(4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8)]",6,5.46875,75.0
"[(3, 6), (4, 6), (4, 7), (5, 7), (5, 8), (6, 8), (7, 8), (8, 8)]",8,4.296875,83.59375
"[(4, 7), (3, 7), (3, 6)]",3,28.90625,0.0
"[(2, 5), (2, 6), (2, 7), (2, 8), (2, 9)]",5,8.59375,66.796875
"[(7, 4), (6, 4), (6, 5), (6, 6)]",4,13.671875,50.0
"[(7, 1), (6, 1), (6, 2), (5, 2), (5, 3), (4, 3), (4, 4), (3, 4), (3, 5), (2, 5), (2, 6), (1, 6), (1, 7), (0, 7), (0, 8), (0, 9)]",16,1.5625,92.96875
"[(2, 8), (3, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7)]",7,3.90625,80.078125
"[(7, 8), (6, 8), (6, 7), (6, 6), (6, 5), (6, 4), (6, 3), (6, 2), (6, 1)]",9,3.90625,85.9375
"[(3, 6), (4, 6), (4, 5), (5, 5), (6, 5), (7, 5)]",6,6.25,75.0
"[(0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2), (3, 1), (3, 0)]",12,2.34375,90.234375
"[(1, 5), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (4, 8), (5, 8)]",8,4.296875,83.59375
"[(2, 9), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2)]",9,2.734375,85.9375
"[(2, 1), (3, 1), (3, 2), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6)]",8,5.078125,83.59375
"[(0, 7), (1, 7), (1, 8), (2, 8)]",4,12.109375,50.0
"[(3, 6), (4, 6), (5, 6)]",3,25.78125,0.0
"[(6, 7), (7, 7), (8, 7)]",3,23.046875,0.0
"[(9, 7), (8, 7), (8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (5, 4), (5, 3), (4, 3), (4, 2), (3, 2), (3, 1), (3, 0)]",14,3.125,91.796875
"[(4, 9), (3, 9), (3, 8), (2, 8), (2, 7), (1, 7), (1, 6), (0, 6)]",8,4.296875,83.59375
"[(6, 7), (7, 7), (7, 8), (7, 9)]",4,12.890625,50.0
